항목,2020. 12,2020. 11,2020. 10,2020. 09,2020. 08,2020. 07,2020. 06,2020. 05,2020. 04,2020. 03,2020. 02,2020. 01,2019. 12,2019. 11,2019. 10,2019. 09,2019. 08,2019. 07,2019. 06,2019. 05,2019. 04,2019. 03,2019. 02,2019. 01,2018. 12,2018. 11,2018. 10,2018. 09,2018. 08,2018. 07,2018. 06,2018. 05,2018. 04,2018. 03,2018. 02,2018. 01,2017. 12,2017. 11,2017. 10,2017. 09,2017. 08,2017. 07,2017. 06,2017. 05,2017. 04,2017. 03,2017. 02,2017. 01,2016. 12,2016. 11,2016. 10,2016. 09,2016. 08,2016. 07,2016. 06,2016. 05,2016. 04,2016. 03,2016. 02,2016. 01,2015. 12,2015. 11,2015. 10,2015. 09,2015. 08,2015. 07,2015. 06,2015. 05,2015. 04,2015. 03,2015. 02,2015. 01,2014. 12,2014. 11,2014. 10,2014. 09,2014. 08,2014. 07,2014. 06,2014. 05,2014. 04,2014. 03,2014. 02,2014. 01,2013. 12,2013. 11,2013. 10,2013. 09,2013. 08,2013. 07,2013. 06,2013. 05,2013. 04,2013. 03,2013. 02,2013. 01,2012. 12,2012. 11,2012. 10,2012. 09,2012. 08,2012. 07,2012. 06,2012. 05,2012. 04,2012. 03,2012. 02,2012. 01,2011. 12,2011. 11,2011. 10,2011. 09,2011. 08,2011. 07,2011. 06,2011. 05,2011. 04,2011. 03,2011. 02,2011. 01,2010. 12,2010. 11,2010. 10,2010. 09,2010. 08,2010. 07,2010. 06,2010. 05,2010. 04,2010. 03,2010. 02,2010. 01,2009. 12,2009. 11,2009. 10,2009. 09,2009. 08,2009. 07,2009. 06,2009. 05,2009. 04,2009. 03,2009. 02,2009. 01,2008. 12,2008. 11,2008. 10,2008. 09,2008. 08,2008. 07,2008. 06,2008. 05,2008. 04,2008. 03,2008. 02,2008. 01,2007. 12,2007. 11,2007. 10,2007. 09,2007. 08,2007. 07,2007. 06,2007. 05,2007. 04,2007. 03,2007. 02,2007. 01
동행종합지수 (2015=100),94.5,94.9,93.5,92.6,91.2,90.7,90.8,91.2,92.3,94.3,95.6,96.5,96,96,96.1,96.9,97.3,98,98,97.9,97,96.5,96.5,97.6,98.4,99,99.9,100.1,100.8,100.6,100.7,100.5,101,101.1,101.3,101.1,101,101.1,101.3,101.9,101.7,101.3,101,101.1,100.5,100.7,101,102,101.8,101.3,101.2,101.4,100.9,100.3,99.6,100.4,100.9,101.2,100.3,100,100.1,100.7,100.4,99.7,99.3,99.7,100.1,100,100,99.8,100.1,100,100.6,100.9,101.3,101.8,101.8,101.9,101.7,101.4,101,100.8,101.7,102.3,102.1,101.5,100.7,100.5,100.6,101.1,101.3,101.2,101,100.8,100.8,100.6,100.2,100.6,100.5,101.1,100.9,101.7,101.6,102.1,102,102.3,102,101.9,102,102,102.5,102,101.7,100.6,99.7,98.9,98,98.1,97.5,96.7,95.1,94.2,93.2,92.8,92.6,93.2,92.9,92.3,91.8,91.2,90.8,90,89.7,89.4,88.6,87.4,85.8,84.3,83.3,81.6,80.1,78.7,78.6,79.5,82.1,84.5,86.5,87.2,87.7,88,88,88.1,88,87.5,86.8,86.1,86,85.4,85,84.1,83.8,83.4,83.1,82.6,82.2,81.7,81.4,81
