"시도별",2020. 12,2020. 11,2020. 10,2020. 09,2020. 08,2020. 07,2020. 06,2020. 05,2020. 04,2020. 03,2020. 02,2020. 01,2019. 12,2019. 11,2019. 10,2019. 09,2019. 08,2019. 07,2019. 06,2019. 05,2019. 04,2019. 03,2019. 02,2019. 01,2018. 12,2018. 11,2018. 10,2018. 09,2018. 08,2018. 07,2018. 06,2018. 05,2018. 04,2018. 03,2018. 02,2018. 01,2017. 12,2017. 11,2017. 10,2017. 09,2017. 08,2017. 07,2017. 06,2017. 05,2017. 04,2017. 03,2017. 02,2017. 01,2016. 12,2016. 11,2016. 10,2016. 09,2016. 08,2016. 07,2016. 06,2016. 05,2016. 04,2016. 03,2016. 02,2016. 01,2015. 12,2015. 11,2015. 10,2015. 09,2015. 08,2015. 07,2015. 06,2015. 05,2015. 04,2015. 03,2015. 02,2015. 01,2014. 12,2014. 11,2014. 10,2014. 09,2014. 08,2014. 07,2014. 06,2014. 05,2014. 04,2014. 03,2014. 02,2014. 01,2013. 12,2013. 11,2013. 10,2013. 09,2013. 08,2013. 07,2013. 06,2013. 05,2013. 04,2013. 03,2013. 02,2013. 01,2012. 12,2012. 11,2012. 10,2012. 09,2012. 08,2012. 07,2012. 06,2012. 05,2012. 04,2012. 03,2012. 02,2012. 01,2011. 12,2011. 11,2011. 10,2011. 09,2011. 08,2011. 07,2011. 06,2011. 05,2011. 04,2011. 03,2011. 02,2011. 01,2010. 12,2010. 11,2010. 10,2010. 09,2010. 08,2010. 07,2010. 06,2010. 05,2010. 04,2010. 03,2010. 02,2010. 01,2009. 12,2009. 11,2009. 10,2009. 09,2009. 08,2009. 07,2009. 06,2009. 05,2009. 04,2009. 03,2009. 02,2009. 01,2008. 12,2008. 11,2008. 10,2008. 09,2008. 08,2008. 07,2008. 06,2008. 05,2008. 04,2008. 03,2008. 02,2008. 01,2007. 12,2007. 11,2007. 10,2007. 09,2007. 08,2007. 07,2007. 06,2007. 05,2007. 04,2007. 03,2007. 02,2007. 01
"서울특별시",100.27,100.14,100.23,100.70,100.27,99.74,99.91,99.65,99.61,99.83,99.84,99.80,99.610,99.421,99.950,99.733,99.393,99.110,99.355,99.487,99.440,99.062,99.261,98.760,98.713,98.977,99.506,99.856,99.232,98.392,98.429,98.779,98.770,98.543,98.552,97.844,97.456,97.173,97.796,98.042,98.146,97.570,97.277,97.419,97.286,97.371,97.305,97.088,96.257,96.105,96.228,96.096,95.557,95.189,95.293,95.340,95.302,95.142,95.444,95.066,94.991,94.641,94.783,94.811,94.953,94.717,94.310,94.301,94.122,93.970,94.055,93.989,93.380,93.268,93.380,93.652,93.746,93.516,93.320,93.414,93.268,93.090,92.877,92.689,92.179,92.042,92.051,92.290,92.076,91.745,91.566,91.702,91.702,91.719,91.804,91.549,91.055,90.867,91.225,91.455,90.842,90.305,90.356,90.450,90.356,90.322,90.203,89.829,89.335,89.079,89.079,89.164,89.250,88.654,88.227,88.057,87.886,87.801,87.461,86.950,86.013,85.758,86.183,86.183,85.417,84.991,84.736,84.906,84.906,84.566,84.225,84.055,83.557,83.262,83.188,83.337,83.262,83.041,82.746,82.746,82.746,82.525,82.008,81.640,81.419,81.272,81.419,81.345,81.124,81.197,80.681,80.313,79.796,79.428,78.912,78.690,78.248,78.026,77.953,77.878,77.436,77.362,77.141,77.141,77.068,76.699,76.256,75.814
