"계정항목코드별",2020. 12,2020. 11,2020. 10,2020. 09,2020. 08,2020. 07,2020. 06,2020. 05,2020. 04,2020. 03,2020. 02,2020. 01,2019. 12,2019. 11,2019. 10,2019. 09,2019. 08,2019. 07,2019. 06,2019. 05,2019. 04,2019. 03,2019. 02,2019. 01,2018. 12,2018. 11,2018. 10,2018. 09,2018. 08,2018. 07,2018. 06,2018. 05,2018. 04,2018. 03,2018. 02,2018. 01,2017. 12,2017. 11,2017. 10,2017. 09,2017. 08,2017. 07,2017. 06,2017. 05,2017. 04,2017. 03,2017. 02,2017. 01,2016. 12,2016. 11,2016. 10,2016. 09,2016. 08,2016. 07,2016. 06,2016. 05,2016. 04,2016. 03,2016. 02,2016. 01,2015. 12,2015. 11,2015. 10,2015. 09,2015. 08,2015. 07,2015. 06,2015. 05,2015. 04,2015. 03,2015. 02,2015. 01,2014. 12,2014. 11,2014. 10,2014. 09,2014. 08,2014. 07,2014. 06,2014. 05,2014. 04,2014. 03,2014. 02,2014. 01,2013. 12,2013. 11,2013. 10,2013. 09,2013. 08,2013. 07,2013. 06,2013. 05,2013. 04,2013. 03,2013. 02,2013. 01,2012. 12,2012. 11,2012. 10,2012. 09,2012. 08,2012. 07,2012. 06,2012. 05,2012. 04,2012. 03,2012. 02,2012. 01,2011. 12,2011. 11,2011. 10,2011. 09,2011. 08,2011. 07,2011. 06,2011. 05,2011. 04,2011. 03,2011. 02,2011. 01,2010. 12,2010. 11,2010. 10,2010. 09,2010. 08,2010. 07,2010. 06,2010. 05,2010. 04,2010. 03,2010. 02,2010. 01,2009. 12,2009. 11,2009. 10,2009. 09,2009. 08,2009. 07,2009. 06,2009. 05,2009. 04,2009. 03,2009. 02,2009. 01,2008. 12,2008. 11,2008. 10,2008. 09,2008. 08,2008. 07,2008. 06,2008. 05,2008. 04,2008. 03,2008. 02,2008. 01,2007. 12,2007. 11,2007. 10,2007. 09,2007. 08,2007. 07,2007. 06,2007. 05,2007. 04,2007. 03,2007. 02,2007. 01
"총지수 (2015=100)",103.90,103.09,103.01,103.42,103.22,102.71,102.48,101.96,101.93,102.82,103.74,104.08,103.70,103.41,103.56,103.80,103.74,103.50,103.50,103.79,103.68,103.38,103.02,102.92,103.03,103.53,104.26,104.62,104.32,103.85,103.37,103.34,103.04,102.91,102.95,102.52,102.09,102.04,102.14,102.03,101.35,100.89,100.81,101.21,101.48,101.70,101.74,101.35,99.90,99.03,98.59,98.30,98.07,97.98,98.09,97.86,97.74,97.50,97.56,97.56,98.09,98.32,98.71,99.39,99.83,100.45,100.82,100.87,100.80,100.84,100.96,100.89,102.14,103.15,103.47,104.20,104.58,104.69,104.61,104.56,104.58,104.74,104.78,104.65,104.37,104.13,104.34,104.71,104.82,104.53,104.55,104.57,104.93,105.26,105.68,104.96,104.79,105.05,105.78,106.61,106.23,105.58,106.05,107.35,107.95,107.90,107.37,106.64,106.09,105.99,106.33,106.43,106.35,106.21,106.07,106.31,105.99,105.34,104.09,103.32,101.75,100.82,100.47,100.10,99.53,99.23,98.98,98.87,98.04,97.33,96.88,96.71,96.29,95.81,95.48,96.25,96.16,95.61,94.53,94.78,95.51,95.40,94.95,94.31,94.58,96.20,98.49,98.75,99.16,99.44,97.54,96.00,94.11,92.15,90.97,90.13,89.63,89.27,88.90,88.72,88.30,88.35,88.24,88.06,87.57,86.96,86.59,86.54
