날짜,실거래가(평균),나스닥,다우존스,코스피,지가변동률,동행지수,소비자물가지수,생산자물가,거래량
2008년 03월 12일,502.5,2243.9,12110.24,1663.97,0.703,87.5,79.428,92.15,345
2008년 03월 13일,502.5,2263.6,12145.74,1625.17,0.703,87.5,79.428,92.15,345
2008년 03월 14일,502.5,2212.5,11951.09,1641.48,0.703,87.5,79.428,92.15,345
2008년 03월 17일,502.5,2177,11972.25,1658.83,0.703,87.5,79.428,92.15,345
2008년 03월 18일,502.5,2268.3,12392.66,1615.62,0.703,87.5,79.428,92.15,345
2008년 03월 19일,502.5,2210,12099.66,1600.26,0.703,87.5,79.428,92.15,345
2008년 03월 20일,502.5,2258.1,12361.32,1574.44,0.703,87.5,79.428,92.15,345
2008년 03월 24일,502.5,2326.8,12548.64,1588.75,0.703,87.5,79.428,92.15,345
2008년 03월 25일,502.5,2341.1,12532.6,1622.23,0.703,87.5,79.428,92.15,345
2008년 03월 26일,502.5,2324.4,12422.86,1623.39,0.703,87.5,79.428,92.15,345
2008년 03월 27일,502.5,2280.8,12302.46,1645.69,0.703,87.5,79.428,92.15,345
2008년 03월 28일,502.5,2261.2,12216.4,1655.3,0.703,87.5,79.428,92.15,345
2008년 03월 31일,502.5,2279.1,12262.89,1674.93,0.703,87.5,79.428,92.15,345
2008년 04월 01일,532.5,2362.8,12654.36,1679.67,0.777,88,79.796,94.11,306
2008년 04월 02일,532.5,2361.4,12605.83,1676.24,0.777,88,79.796,94.11,306
2008년 04월 03일,532.5,2363.3,12626.03,1701.83,0.777,88,79.796,94.11,306
2008년 04월 04일,532.5,2371,12609.42,1703.99,0.777,88,79.796,94.11,306
2008년 04월 07일,532.5,2364.8,12612.43,1702.25,0.777,88,79.796,94.11,306
2008년 04월 08일,532.5,2348.8,12576.44,1742.19,0.777,88,79.796,94.11,306
2008년 04월 09일,532.5,2322.1,12527.26,1763.63,0.777,88,79.796,94.11,306
2008년 04월 10일,532.5,2351.7,12581.98,1766.49,0.777,88,79.796,94.11,306
2008년 04월 11일,532.5,2290.2,12325.42,1773.56,0.777,88,79.796,94.11,306
2008년 04월 14일,532.5,2275.8,12302.06,1754.71,0.777,88,79.796,94.11,306
2008년 04월 15일,532.5,2286,12362.47,1764.64,0.777,88,79.796,94.11,306
2008년 04월 16일,532.5,2350.1,12619.27,1779.71,0.777,88,79.796,94.11,306
2008년 04월 17일,532.5,2341.8,12620.49,1746.71,0.777,88,79.796,94.11,306
2008년 04월 18일,532.5,2403,12849.36,1742.17,0.777,88,79.796,94.11,306
2008년 04월 21일,532.5,2408,12825.02,1758.56,0.777,88,79.796,94.11,306
2008년 04월 22일,532.5,2376.9,12720.23,1768.67,0.777,88,79.796,94.11,306
2008년 04월 23일,532.5,2405.2,12763.22,1771.9,0.777,88,79.796,94.11,306
2008년 04월 24일,532.5,2428.9,12848.95,1800.48,0.777,88,79.796,94.11,306
2008년 04월 25일,532.5,2422.9,12891.86,1787.49,0.777,88,79.796,94.11,306
2008년 04월 28일,532.5,2424.4,12871.75,1800.79,0.777,88,79.796,94.11,306
2008년 04월 29일,532.5,2426.1,12831.94,1799.34,0.777,88,79.796,94.11,306
2008년 04월 30일,532.5,2412.8,12820.13,1824.68,0.777,88,79.796,94.11,306
2008년 05월 01일,552.9,2480.7,13010,1823.17,0.715,88.1,80.313,96,247
2008년 05월 02일,552.9,2477,13058.2,1811.51,0.715,88.1,80.313,96,247
2008년 05월 05일,552.9,2464.1,12969.54,1825.47,0.715,88.1,80.313,96,247
2008년 05월 06일,552.9,2483.3,13020.83,1848.27,0.715,88.1,80.313,96,247
2008년 05월 07일,552.9,2438.5,12814.35,1859.06,0.715,88.1,80.313,96,247
2008년 05월 08일,552.9,2451.2,12866.78,1854.01,0.715,88.1,80.313,96,247
2008년 05월 09일,552.9,2445.5,12745.88,1848,0.715,88.1,80.313,96,247
2008년 05월 12일,552.9,2488.5,12876.31,1823.7,0.715,88.1,80.313,96,247
2008년 05월 13일,552.9,2495.1,12832.18,1842.8,0.715,88.1,80.313,96,247
2008년 05월 14일,552.9,2496.7,12898.38,1843.75,0.715,88.1,80.313,96,247
2008년 05월 15일,552.9,2533.7,12992.66,1885.71,0.715,88.1,80.313,96,247
2008년 05월 16일,552.9,2528.9,12986.8,1888.88,0.715,88.1,80.313,96,247
2008년 05월 19일,552.9,2516.1,13028.16,1885.37,0.715,88.1,80.313,96,247
2008년 05월 20일,552.9,2492.3,12828.68,1873.15,0.715,88.1,80.313,96,247
2008년 05월 21일,552.9,2448.3,12601.19,1847.51,0.715,88.1,80.313,96,247
2008년 05월 22일,552.9,2464.6,12625.62,1835.42,0.715,88.1,80.313,96,247
2008년 05월 23일,552.9,2444.7,12479.63,1827.94,0.715,88.1,80.313,96,247
2008년 05월 27일,552.9,2481.2,12548.35,1800.58,0.715,88.1,80.313,96,247
2008년 05월 28일,552.9,2486.7,12594.03,1825.23,0.715,88.1,80.313,96,247
2008년 05월 29일,552.9,2508.3,12646.22,1805.64,0.715,88.1,80.313,96,247
2008년 05월 30일,552.9,2522.7,12638.32,1841.22,0.715,88.1,80.313,96,247
2008년 06월 02일,557.7,2491.5,12503.82,1852.02,0.664,88,80.681,97.54,187
2008년 06월 03일,557.7,2480.5,12402.85,1847.53,0.664,88,80.681,97.54,187
2008년 06월 04일,557.7,2503.1,12390.48,1819.39,0.664,88,80.681,97.54,187
2008년 06월 05일,557.7,2549.9,12604.45,1833.81,0.664,88,80.681,97.54,187
2008년 06월 06일,557.7,2474.6,12209.81,1832.31,0.664,88,80.681,97.54,187
2008년 06월 09일,557.7,2459.5,12280.32,1808.96,0.664,88,80.681,97.54,187
2008년 06월 10일,557.7,2448.9,12289.76,1774.38,0.664,88,80.681,97.54,187
2008년 06월 11일,557.7,2394,12083.77,1781.67,0.664,88,80.681,97.54,187
2008년 06월 12일,557.7,2404.4,12141.58,1739.36,0.664,88,80.681,97.54,187
2008년 06월 13일,557.7,2454.5,12307.35,1747.35,0.664,88,80.681,97.54,187
2008년 06월 16일,557.7,2474.8,12269.08,1760.82,0.664,88,80.681,97.54,187
2008년 06월 17일,557.7,2457.7,12160.3,1750.71,0.664,88,80.681,97.54,187
2008년 06월 18일,557.7,2429.7,12029.06,1774.13,0.664,88,80.681,97.54,187
2008년 06월 19일,557.7,2462.1,12063.09,1740.72,0.664,88,80.681,97.54,187
2008년 06월 20일,557.7,2406.1,11842.69,1731,0.664,88,80.681,97.54,187
2008년 06월 23일,557.7,2385.7,11842.36,1715.59,0.664,88,80.681,97.54,187
2008년 06월 24일,557.7,2368.3,11807.43,1710.84,0.664,88,80.681,97.54,187
2008년 06월 25일,557.7,2401.3,11811.83,1717.79,0.664,88,80.681,97.54,187
2008년 06월 26일,557.7,2321.4,11453.42,1717.66,0.664,88,80.681,97.54,187
2008년 06월 27일,557.7,2315.6,11346.51,1684.45,0.664,88,80.681,97.54,187
2008년 06월 30일,557.7,2293,11350.01,1674.92,0.664,88,80.681,97.54,187
2008년 07월 01일,558.7,2305,11382.26,1666.46,0.597,88,81.197,99.44,106
2008년 07월 02일,558.7,2251.5,11215.51,1623.6,0.597,88,81.197,99.44,106
2008년 07월 03일,558.7,2245.4,11288.54,1606.54,0.597,88,81.197,99.44,106
2008년 07월 07일,558.7,2243.3,11231.96,1577.94,0.597,88,81.197,99.44,106
2008년 07월 08일,558.7,2294.4,11384.21,1579.72,0.597,88,81.197,99.44,106
2008년 07월 09일,558.7,2234.9,11147.44,1533.47,0.597,88,81.197,99.44,106
2008년 07월 10일,558.7,2257.9,11229.02,1519.38,0.597,88,81.197,99.44,106
2008년 07월 11일,558.7,2239.1,11100.54,1537.43,0.597,88,81.197,99.44,106
2008년 07월 14일,558.7,2212.9,11055.19,1567.51,0.597,88,81.197,99.44,106
2008년 07월 15일,558.7,2215.7,10962.54,1558.62,0.597,88,81.197,99.44,106
2008년 07월 16일,558.7,2284.9,11239.28,1509.33,0.597,88,81.197,99.44,106
2008년 07월 17일,558.7,2312.3,11446.66,1507.4,0.597,88,81.197,99.44,106
2008년 07월 18일,558.7,2282.8,11496.57,1525.56,0.597,88,81.197,99.44,106
2008년 07월 21일,558.7,2279.5,11467.34,1509.99,0.597,88,81.197,99.44,106
2008년 07월 22일,558.7,2304,11602.5,1562.92,0.597,88,81.197,99.44,106
2008년 07월 23일,558.7,2325.9,11632.38,1561.23,0.597,88,81.197,99.44,106
2008년 07월 24일,558.7,2280.1,11349.28,1591.76,0.597,88,81.197,99.44,106
2008년 07월 25일,558.7,2310.5,11370.69,1626.14,0.597,88,81.197,99.44,106
2008년 07월 28일,558.7,2264.2,11131.08,1597.93,0.597,88,81.197,99.44,106
2008년 07월 29일,558.7,2319.6,11397.56,1598.29,0.597,88,81.197,99.44,106
2008년 07월 30일,558.7,2329.7,11583.69,1567.2,0.597,88,81.197,99.44,106
2008년 07월 31일,558.7,2325.6,11378.02,1577.7,0.597,88,81.197,99.44,106
2008년 08월 01일,566.5,2311,11326.32,1594.67,0.586,87.7,81.124,99.16,76
2008년 08월 04일,566.5,2285.6,11284.15,1573.77,0.586,87.7,81.124,99.16,76
2008년 08월 05일,566.5,2349.8,11615.77,1543.05,0.586,87.7,81.124,99.16,76
2008년 08월 06일,566.5,2378.4,11656.07,1535.54,0.586,87.7,81.124,99.16,76
2008년 08월 07일,566.5,2355.7,11431.43,1578.71,0.586,87.7,81.124,99.16,76
2008년 08월 08일,566.5,2414.1,11734.32,1564,0.586,87.7,81.124,99.16,76
2008년 08월 11일,566.5,2439.9,11782.35,1568.72,0.586,87.7,81.124,99.16,76
2008년 08월 12일,566.5,2430.6,11642.47,1581.09,0.586,87.7,81.124,99.16,76
2008년 08월 13일,566.5,2428.6,11532.96,1577.12,0.586,87.7,81.124,99.16,76
2008년 08월 14일,566.5,2453.7,11615.93,1562.72,0.586,87.7,81.124,99.16,76
2008년 08월 15일,566.5,2452.5,11659.9,1572.19,0.586,87.7,81.124,99.16,76
2008년 08월 18일,566.5,2417,11479.39,1567.71,0.586,87.7,81.124,99.16,76
2008년 08월 19일,566.5,2384.4,11348.55,1541.41,0.586,87.7,81.124,99.16,76
2008년 08월 20일,566.5,2389.1,11417.43,1540.71,0.586,87.7,81.124,99.16,76
2008년 08월 21일,566.5,2380.4,11430.21,1512.59,0.586,87.7,81.124,99.16,76
2008년 08월 22일,566.5,2414.7,11628.06,1496.91,0.586,87.7,81.124,99.16,76
2008년 08월 25일,566.5,2365.6,11386.25,1502.11,0.586,87.7,81.124,99.16,76
2008년 08월 26일,566.5,2362,11412.87,1490.25,0.586,87.7,81.124,99.16,76
2008년 08월 27일,566.5,2382.5,11502.51,1493.92,0.586,87.7,81.124,99.16,76
2008년 08월 28일,566.5,2411.6,11715.18,1474.15,0.586,87.7,81.124,99.16,76
2008년 08월 29일,566.5,2367.5,11543.55,1474.24,0.586,87.7,81.124,99.16,76
2008년 09월 02일,573.6,2349.2,11516.92,1414.43,0.398,87.2,81.345,98.75,61
2008년 09월 03일,573.6,2333.7,11532.88,1407.14,0.398,87.2,81.345,98.75,61
2008년 09월 04일,573.6,2259,11188.23,1426.89,0.398,87.2,81.345,98.75,61
2008년 09월 05일,573.6,2255.9,11220.96,1426.43,0.398,87.2,81.345,98.75,61
2008년 09월 08일,573.6,2269.8,11510.74,1404.38,0.398,87.2,81.345,98.75,61
2008년 09월 09일,573.6,2209.8,11230.73,1476.65,0.398,87.2,81.345,98.75,61
2008년 09월 10일,573.6,2228.7,11268.92,1454.5,0.398,87.2,81.345,98.75,61
2008년 09월 11일,573.6,2258.2,11433.71,1464.98,0.398,87.2,81.345,98.75,61
2008년 09월 12일,573.6,2261.3,11421.99,1443.24,0.398,87.2,81.345,98.75,61
2008년 09월 15일,573.6,2179.9,10917.51,1477.92,0.398,87.2,81.345,98.75,61
2008년 09월 16일,573.6,2207.9,11059.02,1387.75,0.398,87.2,81.345,98.75,61
2008년 09월 17일,573.6,2098.9,10609.66,1425.26,0.398,87.2,81.345,98.75,61
2008년 09월 18일,573.6,2199.1,11019.69,1392.42,0.398,87.2,81.345,98.75,61
2008년 09월 19일,573.6,2273.9,11388.44,1455.78,0.398,87.2,81.345,98.75,61
2008년 09월 22일,573.6,2179,11015.69,1460.34,0.398,87.2,81.345,98.75,61
2008년 09월 23일,573.6,2153.3,10854.17,1481.37,0.398,87.2,81.345,98.75,61
2008년 09월 24일,573.6,2155.7,10825.17,1495.98,0.398,87.2,81.345,98.75,61
2008년 09월 25일,573.6,2186.6,11022.06,1501.63,0.398,87.2,81.345,98.75,61
2008년 09월 26일,573.6,2183.3,11143.13,1476.33,0.398,87.2,81.345,98.75,61
2008년 09월 29일,573.6,1983.7,10365.45,1456.36,0.398,87.2,81.345,98.75,61
2008년 09월 30일,573.6,2091.9,10850.66,1448.06,0.398,87.2,81.345,98.75,61
2008년 10월 01일,557.9,2069.4,10831.07,1439.67,-0.484,86.5,81.419,98.49,49
2008년 10월 02일,557.9,1976.7,10482.85,1419.65,-0.484,86.5,81.419,98.49,49
2008년 10월 03일,557.9,1947.4,10325.38,1358.75,-0.484,86.5,81.419,98.49,49
2008년 10월 06일,557.9,1863,9955.5,1366.1,-0.484,86.5,81.419,98.49,49
2008년 10월 07일,557.9,1754.9,9447.11,1286.69,-0.484,86.5,81.419,98.49,49
2008년 10월 08일,557.9,1740.3,9258.1,1294.89,-0.484,86.5,81.419,98.49,49
2008년 10월 09일,557.9,1645.1,8579.19,1241.47,-0.484,86.5,81.419,98.49,49
2008년 10월 10일,557.9,1649.5,8451.19,1288.53,-0.484,86.5,81.419,98.49,49
2008년 10월 13일,557.9,1844.3,9387.61,1367.69,-0.484,86.5,81.419,98.49,49
2008년 10월 14일,557.9,1779,9310.99,1340.28,-0.484,86.5,81.419,98.49,49
2008년 10월 15일,557.9,1628.3,8577.91,1213.78,-0.484,86.5,81.419,98.49,49
2008년 10월 16일,557.9,1717.7,8979.26,1180.67,-0.484,86.5,81.419,98.49,49
2008년 10월 17일,557.9,1711.3,8852.22,1207.63,-0.484,86.5,81.419,98.49,49
2008년 10월 20일,557.9,1770,9265.43,1196.1,-0.484,86.5,81.419,98.49,49
2008년 10월 21일,557.9,1696.7,9033.66,1134.59,-0.484,86.5,81.419,98.49,49
2008년 10월 22일,557.9,1615.8,8519.21,1049.71,-0.484,86.5,81.419,98.49,49
2008년 10월 23일,557.9,1603.9,8691.25,938.75,-0.484,86.5,81.419,98.49,49
2008년 10월 24일,557.9,1552,8378.95,946.45,-0.484,86.5,81.419,98.49,49
2008년 10월 27일,557.9,1505.9,8175.77,999.16,-0.484,86.5,81.419,98.49,49
2008년 10월 28일,557.9,1649.5,9065.12,968.97,-0.484,86.5,81.419,98.49,49
2008년 10월 29일,557.9,1657.2,8990.96,1084.72,-0.484,86.5,81.419,98.49,49
2008년 10월 30일,557.9,1698.5,9180.69,1113.06,-0.484,86.5,81.419,98.49,49
2008년 10월 31일,557.9,1720.9,9325.01,1129.08,-0.484,86.5,81.419,98.49,49
2008년 11월 03일,618.2,1726.3,9319.83,1153.35,-2.721,84.5,81.272,96.2,38
2008년 11월 04일,618.2,1780.1,9625.28,1181.5,-2.721,84.5,81.272,96.2,38
2008년 11월 05일,618.2,1681.6,9139.27,1092.22,-2.721,84.5,81.272,96.2,38
2008년 11월 06일,618.2,1608.7,8695.79,1134.49,-2.721,84.5,81.272,96.2,38
2008년 11월 07일,618.2,1647.4,8943.81,1152.46,-2.721,84.5,81.272,96.2,38
2008년 11월 10일,618.2,1616.7,8870.54,1128.73,-2.721,84.5,81.272,96.2,38
2008년 11월 11일,618.2,1580.9,8693.96,1123.86,-2.721,84.5,81.272,96.2,38
2008년 11월 12일,618.2,1499.2,8282.66,1088.44,-2.721,84.5,81.272,96.2,38
2008년 11월 13일,618.2,1596.7,8835.25,1088.26,-2.721,84.5,81.272,96.2,38
2008년 11월 14일,618.2,1516.8,8497.31,1078.32,-2.721,84.5,81.272,96.2,38
2008년 11월 17일,618.2,1482.1,8273.58,1036.16,-2.721,84.5,81.272,96.2,38
2008년 11월 18일,618.2,1483.3,8424.75,1016.82,-2.721,84.5,81.272,96.2,38
2008년 11월 19일,618.2,1386.4,7997.28,948.69,-2.721,84.5,81.272,96.2,38
2008년 11월 20일,618.2,1316.1,7552.29,1003.73,-2.721,84.5,81.272,96.2,38
2008년 11월 21일,618.2,1384.3,8046.42,970.14,-2.721,84.5,81.272,96.2,38
2008년 11월 24일,618.2,1472,8443.39,983.32,-2.721,84.5,81.272,96.2,38
2008년 11월 25일,618.2,1464.7,8479.47,1029.78,-2.721,84.5,81.272,96.2,38
2008년 11월 26일,618.2,1532.1,8726.61,1063.48,-2.721,84.5,81.272,96.2,38
2008년 11월 28일,618.2,1535.6,8829.04,1076.07,-2.721,84.5,81.272,96.2,38
2008년 12월 01일,627.4,1398.1,8149.09,1058.62,-3.487,82.1,81.419,94.58,49
2008년 12월 02일,627.4,1449.8,8419.09,1023.2,-3.487,82.1,81.419,94.58,49
2008년 12월 03일,627.4,1492.4,8591.69,1022.67,-3.487,82.1,81.419,94.58,49
2008년 12월 04일,627.4,1445.6,8376.24,1006.54,-3.487,82.1,81.419,94.58,49
2008년 12월 05일,627.4,1509.3,8635.42,1028.13,-3.487,82.1,81.419,94.58,49
2008년 12월 08일,627.4,1571.7,8934.18,1105.05,-3.487,82.1,81.419,94.58,49
2008년 12월 09일,627.4,1547.3,8691.33,1105.84,-3.487,82.1,81.419,94.58,49
2008년 12월 10일,627.4,1565.5,8761.42,1145.87,-3.487,82.1,81.419,94.58,49
2008년 12월 11일,627.4,1507.9,8565.09,1154.43,-3.487,82.1,81.419,94.58,49
2008년 12월 12일,627.4,1540.7,8629.68,1103.82,-3.487,82.1,81.419,94.58,49
2008년 12월 15일,627.4,1508.3,8564.53,1158.19,-3.487,82.1,81.419,94.58,49
2008년 12월 16일,627.4,1589.9,8924.14,1161.56,-3.487,82.1,81.419,94.58,49
2008년 12월 17일,627.4,1579.3,8824.34,1169.75,-3.487,82.1,81.419,94.58,49
2008년 12월 18일,627.4,1552.4,8604.99,1175.91,-3.487,82.1,81.419,94.58,49
2008년 12월 19일,627.4,1564.3,8579.11,1180.97,-3.487,82.1,81.419,94.58,49
2008년 12월 22일,627.4,1532.3,8519.77,1179.61,-3.487,82.1,81.419,94.58,49
2008년 12월 23일,627.4,1521.5,8419.49,1144.31,-3.487,82.1,81.419,94.58,49
2008년 12월 24일,627.4,1524.9,8468.48,1128.51,-3.487,82.1,81.419,94.58,49
2008년 12월 26일,627.4,1530.2,8515.55,1117.86,-3.487,82.1,81.419,94.58,49
2008년 12월 29일,627.4,1510.3,8483.93,1117.59,-3.487,82.1,81.419,94.58,49
2008년 12월 30일,627.4,1550.7,8668.39,1124.47,-3.487,82.1,81.419,94.58,49
2008년 12월 31일,627.4,1577,8776.39,1157.4,-3.487,82.1,81.419,94.58,49
2009년 01월 02일,662.2,1632.2,9034.69,1173.57,-0.914,79.5,81.64,94.31,121
2009년 01월 05일,662.2,1628,8952.89,1194.28,-0.914,79.5,81.64,94.31,121
2009년 01월 06일,662.2,1652.4,9015.1,1228.17,-0.914,79.5,81.64,94.31,121
2009년 01월 07일,662.2,1599.1,8769.7,1205.7,-0.914,79.5,81.64,94.31,121
2009년 01월 08일,662.2,1617,8742.46,1180.96,-0.914,79.5,81.64,94.31,121
2009년 01월 09일,662.2,1571.6,8599.18,1156.75,-0.914,79.5,81.64,94.31,121
2009년 01월 12일,662.2,1538.8,8473.97,1167.71,-0.914,79.5,81.64,94.31,121
2009년 01월 13일,662.2,1546.5,8448.56,1182.68,-0.914,79.5,81.64,94.31,121
2009년 01월 14일,662.2,1489.6,8200.14,1111.34,-0.914,79.5,81.64,94.31,121
2009년 01월 15일,662.2,1511.8,8212.49,1135.2,-0.914,79.5,81.64,94.31,121
2009년 01월 16일,662.2,1529.3,8281.22,1150.65,-0.914,79.5,81.64,94.31,121
2009년 01월 20일,662.2,1440.9,7949.09,1126.81,-0.914,79.5,81.64,94.31,121
2009년 01월 21일,662.2,1507.1,8228.1,1103.61,-0.914,79.5,81.64,94.31,121
2009년 01월 22일,662.2,1465.5,8122.8,1116.23,-0.914,79.5,81.64,94.31,121
2009년 01월 23일,662.2,1477.3,8077.56,1093.4,-0.914,79.5,81.64,94.31,121
2009년 01월 26일,662.2,1489.5,8116.03,1157.98,-0.914,79.5,81.64,94.31,121
2009년 01월 27일,662.2,1504.9,8174.73,1166.56,-0.914,79.5,81.64,94.31,121
2009년 01월 28일,662.2,1558.3,8375.45,1162.11,-0.914,79.5,81.64,94.31,121
2009년 01월 29일,662.2,1507.8,8149.01,1146.95,-0.914,79.5,81.64,94.31,121
2009년 01월 30일,662.2,1476.4,8000.86,1163.2,-0.914,79.5,81.64,94.31,121
2009년 02월 02일,624.2,1494.4,7936.83,1195.37,-0.437,78.6,82.008,94.95,174
2009년 02월 03일,624.2,1516.3,8078.36,1177.88,-0.437,78.6,82.008,94.95,174
2009년 02월 04일,624.2,1515.1,7956.66,1210.26,-0.437,78.6,82.008,94.95,174
2009년 02월 05일,624.2,1546.2,8063.07,1202.69,-0.437,78.6,82.008,94.95,174
2009년 02월 06일,624.2,1591.7,8280.59,1198.87,-0.437,78.6,82.008,94.95,174
2009년 02월 09일,624.2,1591.6,8270.87,1190.18,-0.437,78.6,82.008,94.95,174
2009년 02월 10일,624.2,1524.7,7888.88,1179.84,-0.437,78.6,82.008,94.95,174
2009년 02월 11일,624.2,1530.5,7939.53,1192.44,-0.437,78.6,82.008,94.95,174
2009년 02월 12일,624.2,1541.7,7932.76,1175.47,-0.437,78.6,82.008,94.95,174
2009년 02월 13일,624.2,1534.4,7850.41,1127.19,-0.437,78.6,82.008,94.95,174
2009년 02월 17일,624.2,1470.7,7552.6,1113.19,-0.437,78.6,82.008,94.95,174
2009년 02월 18일,624.2,1468,7555.63,1107.1,-0.437,78.6,82.008,94.95,174
2009년 02월 19일,624.2,1442.8,7465.95,1065.95,-0.437,78.6,82.008,94.95,174
2009년 02월 20일,624.2,1441.2,7365.67,1099.55,-0.437,78.6,82.008,94.95,174
2009년 02월 23일,624.2,1387.7,7114.78,1063.88,-0.437,78.6,82.008,94.95,174
2009년 02월 24일,624.2,1441.8,7350.94,1067.08,-0.437,78.6,82.008,94.95,174
2009년 02월 25일,624.2,1425.4,7270.89,1054.79,-0.437,78.6,82.008,94.95,174
2009년 02월 26일,624.2,1391.5,7182.08,1063.03,-0.437,78.6,82.008,94.95,174
2009년 02월 27일,624.2,1377.8,7062.93,1018.81,-0.437,78.6,82.008,94.95,174
2009년 03월 02일,642,1322.8,6763.29,1025.57,-0.033,78.7,82.525,95.4,173
2009년 03월 03일,642,1321,6726.02,1059.26,-0.033,78.7,82.525,95.4,173
2009년 03월 04일,642,1353.7,6875.84,1058.18,-0.033,78.7,82.525,95.4,173
2009년 03월 05일,642,1299.6,6594.44,1055.03,-0.033,78.7,82.525,95.4,173
2009년 03월 06일,642,1293.8,6626.94,1071.73,-0.033,78.7,82.525,95.4,173
2009년 03월 09일,642,1268.6,6547.05,1092.2,-0.033,78.7,82.525,95.4,173
2009년 03월 10일,642,1358.3,6926.49,1127.51,-0.033,78.7,82.525,95.4,173
2009년 03월 11일,642,1371.6,6930.4,1128.39,-0.033,78.7,82.525,95.4,173
2009년 03월 12일,642,1426.1,7170.06,1126.03,-0.033,78.7,82.525,95.4,173
2009년 03월 13일,642,1431.5,7223.98,1125.46,-0.033,78.7,82.525,95.4,173
2009년 03월 16일,642,1404,7216.97,1163.88,-0.033,78.7,82.525,95.4,173
2009년 03월 17일,642,1462.1,7395.7,1169.95,-0.033,78.7,82.525,95.4,173
2009년 03월 18일,642,1491.2,7486.58,1161.81,-0.033,78.7,82.525,95.4,173
2009년 03월 19일,642,1483.5,7400.8,1170.94,-0.033,78.7,82.525,95.4,173
2009년 03월 20일,642,1457.3,7278.38,1199.5,-0.033,78.7,82.525,95.4,173
2009년 03월 23일,642,1555.8,7775.86,1221.7,-0.033,78.7,82.525,95.4,173
2009년 03월 24일,642,1516.5,7659.97,1229.02,-0.033,78.7,82.525,95.4,173
2009년 03월 25일,642,1528.9,7749.81,1243.8,-0.033,78.7,82.525,95.4,173
2009년 03월 26일,642,1587,7924.56,1237.51,-0.033,78.7,82.525,95.4,173
2009년 03월 27일,642,1545.2,7776.18,1197.46,-0.033,78.7,82.525,95.4,173
2009년 03월 30일,642,1501.8,7522.02,1206.26,-0.033,78.7,82.525,95.4,173
2009년 03월 31일,642,1528.6,7608.92,1233.36,-0.033,78.7,82.525,95.4,173
2009년 04월 01일,637.4,1551.6,7761.6,1276.97,0.209,80.1,82.746,95.51,276
2009년 04월 02일,637.4,1602.6,7978.08,1283.75,0.209,80.1,82.746,95.51,276
2009년 04월 03일,637.4,1621.9,8017.59,1297.85,0.209,80.1,82.746,95.51,276
2009년 04월 06일,637.4,1606.7,7975.85,1300.1,0.209,80.1,82.746,95.51,276
2009년 04월 07일,637.4,1561.6,7789.56,1262.07,0.209,80.1,82.746,95.51,276
2009년 04월 08일,637.4,1590.7,7837.11,1316.35,0.209,80.1,82.746,95.51,276
2009년 04월 09일,637.4,1652.5,8083.38,1336.04,0.209,80.1,82.746,95.51,276
2009년 04월 13일,637.4,1653.3,8057.81,1338.26,0.209,80.1,82.746,95.51,276
2009년 04월 14일,637.4,1625.7,7920.18,1342.63,0.209,80.1,82.746,95.51,276
2009년 04월 15일,637.4,1626.8,8029.62,1333.09,0.209,80.1,82.746,95.51,276
2009년 04월 16일,637.4,1670.4,8125.43,1336.72,0.209,80.1,82.746,95.51,276
2009년 04월 17일,637.4,1673.1,8131.33,1329,0.209,80.1,82.746,95.51,276
2009년 04월 20일,637.4,1608.2,7841.73,1336.39,0.209,80.1,82.746,95.51,276
2009년 04월 21일,637.4,1643.8,7969.56,1336.81,0.209,80.1,82.746,95.51,276
2009년 04월 22일,637.4,1646.1,7886.57,1356.02,0.209,80.1,82.746,95.51,276
2009년 04월 23일,637.4,1652.2,7957.06,1368.8,0.209,80.1,82.746,95.51,276
2009년 04월 24일,637.4,1694.3,8076.29,1354.1,0.209,80.1,82.746,95.51,276
2009년 04월 27일,637.4,1679.4,8025,1339.83,0.209,80.1,82.746,95.51,276
2009년 04월 28일,637.4,1673.8,8016.95,1300.24,0.209,80.1,82.746,95.51,276
2009년 04월 29일,637.4,1711.9,8185.73,1338.42,0.209,80.1,82.746,95.51,276
2009년 04월 30일,637.4,1717.3,8168.12,1369.36,0.209,80.1,82.746,95.51,276
2009년 05월 01일,621.3,1719.2,8212.41,1397.92,0.204,81.6,82.746,94.78,226
2009년 05월 04일,621.3,1763.6,8426.74,1393.45,0.204,81.6,82.746,94.78,226
2009년 05월 05일,621.3,1754.1,8410.65,1401.08,0.204,81.6,82.746,94.78,226
